,Project Name,Package Name,Type Name,Code Smell
9334,spring-framework,org.springframework.context.event,ApplicationContextEventTests,Unutilized Abstraction
9335,spring-framework,org.springframework.context.event,ApplicationContextEventTests,Deficient Encapsulation
9336,spring-framework,org.springframework.context.event,ApplicationContextEventTests,Insufficient Modularization
9337,spring-framework,org.springframework.context.event,MyOrderedListener1,Deficient Encapsulation
9338,spring-framework,org.springframework.context.event,MyOrderedListenerIfc,Unnecessary Abstraction
9339,spring-framework,org.springframework.context.event,MyOrderedListenerIfc,Unutilized Abstraction
9340,spring-framework,org.springframework.context.event,MyOrderedListenerBase,Unutilized Abstraction
9341,spring-framework,org.springframework.context.event,MyOrderedListenerBase,Broken Hierarchy
9342,spring-framework,org.springframework.context.event,MyOrderedListener2,Unutilized Abstraction
9343,spring-framework,org.springframework.context.event,MyOrderedListener2,Broken Hierarchy
9344,spring-framework,org.springframework.context.event,MyPayloadListener,Deficient Encapsulation
9345,spring-framework,org.springframework.context.event,MyNonSingletonListener,Deficient Encapsulation
9346,spring-framework,org.springframework.context.event,MyOrderedListener3,Deficient Encapsulation
9347,spring-framework,org.springframework.context.event,EventPublishingBeanPostProcessor,Unutilized Abstraction
9348,spring-framework,org.springframework.context.event,EventPublishingInitMethod,Unutilized Abstraction
9349,spring-framework,org.springframework.context.event,AsyncEventPublishingInitMethod,Unutilized Abstraction
9350,spring-framework,org.springframework.context.event,LifecycleEventTests,Unutilized Abstraction
9351,spring-framework,org.springframework.context.event,LifecycleEventTests,Unexploited Encapsulation
9352,spring-framework,org.springframework.context.event,LifecycleEventTests,Missing Hierarchy
9353,spring-framework,org.springframework.context.event,LifecycleListener,Unexploited Encapsulation
9354,spring-framework,org.springframework.context.event,LifecycleListener,Missing Hierarchy
9355,spring-framework,org.springframework.context.event,EventPublicationInterceptorTests,Unutilized Abstraction
9356,spring-framework,org.springframework.context.event,PayloadApplicationEventTests,Unutilized Abstraction
9357,spring-framework,org.springframework.context.event,PayloadApplicationEventTests,Deficient Encapsulation
9358,spring-framework,org.springframework.context.event,NumberHolderListener,Deficient Encapsulation
9359,spring-framework,org.springframework.context.event,Auditable,Unnecessary Abstraction
9360,spring-framework,org.springframework.context.event,AuditablePayloadEvent,Broken Hierarchy
9361,spring-framework,org.springframework.context.event,AuditableListener,Deficient Encapsulation
9362,spring-framework,org.springframework.context.event,PlainPayloadListener,Deficient Encapsulation
9363,spring-framework,org.springframework.context.event,GenericApplicationListenerAdapter,Unexploited Encapsulation
9364,spring-framework,org.springframework.context.event,ContextStartedEvent,Unutilized Abstraction
9365,spring-framework,org.springframework.context.event,ContextStartedEvent,Broken Hierarchy
9366,spring-framework,org.springframework.context.event,ContextRefreshedEvent,Broken Hierarchy
9367,spring-framework,org.springframework.context.event,ContextClosedEvent,Broken Hierarchy
9368,spring-framework,org.springframework.context.event,ContextStoppedEvent,Broken Hierarchy
9369,spring-framework,org.springframework.context.event,EventListenerMethodProcessor,Unutilized Abstraction
9370,spring-framework,org.springframework.context.event,SourceFilteringListener,Unutilized Abstraction
9371,spring-framework,org.springframework.context.event,DefaultEventListenerFactory,Unutilized Abstraction
9372,spring-framework,org.springframework.context.event,SimpleApplicationEventMulticaster,Broken Hierarchy
9373,spring-framework,org.springframework.context.event,ApplicationListenerMethodAdapter,Insufficient Modularization
9374,spring-framework,org.springframework.context.event,ReactiveResultHandler,Unutilized Abstraction
9375,spring-framework,org.springframework.context.event,EventPublicationSubscriber,Unutilized Abstraction
9376,spring-framework,org.springframework.context.event,CachedListenerRetriever,Deficient Encapsulation
9377,spring-framework,org.springframework.context.event,DefaultListenerRetriever,Deficient Encapsulation
9378,spring-framework,org.springframework.context.groovy,GroovyBeanDefinitionReaderTests,Unutilized Abstraction
9379,spring-framework,org.springframework.context.groovy,GroovyBeanDefinitionReaderTests,Insufficient Modularization
9380,spring-framework,org.springframework.context.groovy,HolyGrailQuest,Unutilized Abstraction
9381,spring-framework,org.springframework.context.groovy,KnightsOfTheRoundTable,Unutilized Abstraction
9382,spring-framework,org.springframework.context.groovy,Bean1,Unutilized Abstraction
9383,spring-framework,org.springframework.context.groovy,Bean1Impl,Unutilized Abstraction
9384,spring-framework,org.springframework.context.groovy,Bean2,Unutilized Abstraction
9385,spring-framework,org.springframework.context.groovy,Bean3,Unutilized Abstraction
9386,spring-framework,org.springframework.context.groovy,Bean4,Unutilized Abstraction
9387,spring-framework,org.springframework.context.groovy,Bean5,Unutilized Abstraction
9388,spring-framework,org.springframework.context.groovy,Bean6,Unutilized Abstraction
9389,spring-framework,org.springframework.context.groovy,Bean1Factory,Unutilized Abstraction
9390,spring-framework,org.springframework.context.groovy,ScopeTestBean,Unnecessary Abstraction
9391,spring-framework,org.springframework.context.groovy,ScopeTestBean,Unutilized Abstraction
9392,spring-framework,org.springframework.context.groovy,TestScope,Unutilized Abstraction
9393,spring-framework,org.springframework.context.groovy,BirthdayCardSender,Unutilized Abstraction
9394,spring-framework,org.springframework.context.groovy,AdvisedPerson,Unutilized Abstraction
9395,spring-framework,org.springframework.context.groovy,AdvisedPersonImpl,Unutilized Abstraction
9396,spring-framework,org.springframework.context.groovy,SomeClass,Unutilized Abstraction
9397,spring-framework,org.springframework.context.groovy,SomeOtherClass,Unutilized Abstraction
9398,spring-framework,org.springframework.context.groovy,Bean1FactoryWithArgs,Unutilized Abstraction
9399,spring-framework,org.springframework.context.groovy,GroovyApplicationContextDynamicBeanPropertyTests,Unutilized Abstraction
9400,spring-framework,org.springframework.context.annotation5,OtherFooDao,Unutilized Abstraction
9401,spring-framework,org.springframework.context.support,PropertySourcesPlaceholderConfigurerTests,Unutilized Abstraction
9402,spring-framework,org.springframework.context.support,PropertySourcesPlaceholderConfigurerTests,Insufficient Modularization
9403,spring-framework,org.springframework.context.support,ApplicationContextLifecycleTests,Unutilized Abstraction
9404,spring-framework,org.springframework.context.support,FactoryBeanAndApplicationListener,Unutilized Abstraction
9405,spring-framework,org.springframework.context.support,BeanFactoryPostProcessorTests,Unutilized Abstraction
9406,spring-framework,org.springframework.context.support,BeanFactoryPostProcessorTests,Deficient Encapsulation
9407,spring-framework,org.springframework.context.support,TestBeanFactoryPostProcessor,Deficient Encapsulation
9408,spring-framework,org.springframework.context.support,PrioritizedBeanDefinitionRegistryPostProcessor,Unutilized Abstraction
9409,spring-framework,org.springframework.context.support,TestBeanDefinitionRegistryPostProcessor,Deficient Encapsulation
9410,spring-framework,org.springframework.context.support,OuterBeanDefinitionRegistryPostProcessor,Unutilized Abstraction
9411,spring-framework,org.springframework.context.support,PrioritizedOuterBeanDefinitionRegistryPostProcessor,Unutilized Abstraction
9412,spring-framework,org.springframework.context.support,PrioritizedOuterBeanDefinitionRegistryPostProcessor,Broken Hierarchy
9413,spring-framework,org.springframework.context.support,ListeningBeanFactoryPostProcessor,Deficient Encapsulation
9414,spring-framework,org.springframework.context.support,ListeningBean,Deficient Encapsulation
9415,spring-framework,org.springframework.context.support,ResourceConverter,Unutilized Abstraction
9416,spring-framework,org.springframework.context.support,Assembler,Unutilized Abstraction
9417,spring-framework,org.springframework.context.support,Assembler,Broken Hierarchy
9418,spring-framework,org.springframework.context.support,Assembler,Cyclic-Dependent Modularization
9419,spring-framework,org.springframework.context.support,EnvironmentIntegrationTests,Unutilized Abstraction
9420,spring-framework,org.springframework.context.support,ConversionServiceFactoryBeanTests,Unutilized Abstraction
9421,spring-framework,org.springframework.context.support,Foo,Unnecessary Abstraction
9422,spring-framework,org.springframework.context.support,Bar,Unnecessary Abstraction
9423,spring-framework,org.springframework.context.support,Baz,Unnecessary Abstraction
9424,spring-framework,org.springframework.context.support,ComplexConstructorArgument,Unutilized Abstraction
9425,spring-framework,org.springframework.context.support,PropertyResourceConfigurerIntegrationTests,Unutilized Abstraction
9426,spring-framework,org.springframework.context.support,StaticApplicationContextMulticasterTests,Unutilized Abstraction
9427,spring-framework,org.springframework.context.support,GenericApplicationContextTests,Insufficient Modularization
9428,spring-framework,org.springframework.context.support,BeanC,Unnecessary Abstraction
9429,spring-framework,org.springframework.context.support,TestAotFactoryBean,Unutilized Abstraction
9430,spring-framework,org.springframework.context.support,PingPongProtocolResolver,Unutilized Abstraction
9431,spring-framework,org.springframework.context.support,DefaultLifecycleProcessorTests,Deficient Encapsulation
9432,spring-framework,org.springframework.context.support,DefaultLifecycleProcessorTests,Insufficient Modularization
9433,spring-framework,org.springframework.context.support,DummySmartLifecycleBean,Deficient Encapsulation
9434,spring-framework,org.springframework.context.support,DummySmartLifecycleFactoryBean,Deficient Encapsulation
9435,spring-framework,org.springframework.context.support,NoOpAdvice,Unutilized Abstraction
9436,spring-framework,org.springframework.context.support,Spr7816Tests,Unutilized Abstraction
9437,spring-framework,org.springframework.context.support,DomainEntity,Unnecessary Abstraction
9438,spring-framework,org.springframework.context.support,DomainEntity,Unutilized Abstraction
9439,spring-framework,org.springframework.context.support,Building,Unnecessary Abstraction
9440,spring-framework,org.springframework.context.support,Building,Unutilized Abstraction
9441,spring-framework,org.springframework.context.support,Entrance,Unnecessary Abstraction
9442,spring-framework,org.springframework.context.support,Entrance,Unutilized Abstraction
9443,spring-framework,org.springframework.context.support,Dwelling,Unnecessary Abstraction
9444,spring-framework,org.springframework.context.support,Dwelling,Unutilized Abstraction
9445,spring-framework,org.springframework.context.support,SimpleThreadScopeTests,Unutilized Abstraction
9446,spring-framework,org.springframework.context.support,Spr7283Tests,Unutilized Abstraction
9447,spring-framework,org.springframework.context.support,StaticMessageSourceTests,Unutilized Abstraction
9448,spring-framework,org.springframework.context.support,TestIF,Unnecessary Abstraction
9449,spring-framework,org.springframework.context.support,TestIF,Unutilized Abstraction
9450,spring-framework,org.springframework.context.support,TestProxyFactoryBean,Unutilized Abstraction
9451,spring-framework,org.springframework.context.support,GenericXmlApplicationContextTests,Unutilized Abstraction
9452,spring-framework,org.springframework.context.support,ResourceBundleMessageSourceTests,Unutilized Abstraction
9453,spring-framework,org.springframework.context.support,ResourceBundleMessageSourceTests,Insufficient Modularization
9454,spring-framework,org.springframework.context.support,ClassPathXmlApplicationContextTests,Unutilized Abstraction
9455,spring-framework,org.springframework.context.support,Logic,Cyclic-Dependent Modularization
9456,spring-framework,org.springframework.context.support,StaticApplicationContextTests,Unutilized Abstraction
9457,spring-framework,org.springframework.context.support,ApplicationObjectSupport,Unutilized Abstraction
9458,spring-framework,org.springframework.context.support,PropertySourcesPlaceholderConfigurer,Deficient Encapsulation
9459,spring-framework,org.springframework.context.support,AbstractMessageSource,Unutilized Abstraction
9460,spring-framework,org.springframework.context.support,AbstractMessageSource,Broken Hierarchy
9461,spring-framework,org.springframework.context.support,DefaultLifecycleProcessor,Deficient Encapsulation
9462,spring-framework,org.springframework.context.support,DefaultLifecycleProcessor,Insufficient Modularization
9463,spring-framework,org.springframework.context.support,LifecycleGroup,Unutilized Abstraction
9464,spring-framework,org.springframework.context.support,CracDelegate,Unutilized Abstraction
9465,spring-framework,org.springframework.context.support,ResourceBundleMessageSource,Unutilized Abstraction
9466,spring-framework,org.springframework.context.support,ResourceBundleMessageSource,Broken Hierarchy
9467,spring-framework,org.springframework.context.support,EmbeddedValueResolutionSupport,Unutilized Abstraction
9468,spring-framework,org.springframework.context.support,StaticApplicationContext,Broken Hierarchy
9469,spring-framework,org.springframework.context.support,PostProcessorRegistrationDelegate,Cyclic-Dependent Modularization
9470,spring-framework,org.springframework.context.support,BeanPostProcessorChecker,Unutilized Abstraction
9471,spring-framework,org.springframework.context.support,MergedBeanDefinitionPostProcessorInvoker,Unutilized Abstraction
9472,spring-framework,org.springframework.context.support,ApplicationContextAwareProcessor,Unutilized Abstraction
9473,spring-framework,org.springframework.context.support,ApplicationListenerDetector,Unutilized Abstraction
9474,spring-framework,org.springframework.context.support,AbstractRefreshableApplicationContext,Unutilized Abstraction
9475,spring-framework,org.springframework.context.support,GenericApplicationContext,Insufficient Modularization
9476,spring-framework,org.springframework.context.support,DelegatingMessageSource,Unutilized Abstraction
9477,spring-framework,org.springframework.context.support,DelegatingMessageSource,Broken Hierarchy
9478,spring-framework,org.springframework.context.support,MessageSourceSupport,Unutilized Abstraction
9479,spring-framework,org.springframework.context.support,SimpleThreadScope,Unutilized Abstraction
9480,spring-framework,org.springframework.context.support,AbstractXmlApplicationContext,Unutilized Abstraction
9481,spring-framework,org.springframework.context.support,AbstractXmlApplicationContext,Broken Hierarchy
9482,spring-framework,org.springframework.context.support,AbstractRefreshableConfigApplicationContext,Unutilized Abstraction
9483,spring-framework,org.springframework.context.support,AbstractRefreshableConfigApplicationContext,Broken Hierarchy
9484,spring-framework,org.springframework.context.support,DefaultMessageSourceResolvable,Unutilized Abstraction
9485,spring-framework,org.springframework.context.support,GenericGroovyApplicationContext,Broken Hierarchy
9486,spring-framework,org.springframework.context.support,ClassPathXmlApplicationContext,Unutilized Abstraction
9487,spring-framework,org.springframework.context.support,ClassPathXmlApplicationContext,Broken Hierarchy
9488,spring-framework,org.springframework.context.support,AbstractApplicationContext,Deficient Encapsulation
9489,spring-framework,org.springframework.context.support,AbstractApplicationContext,Cyclic-Dependent Modularization
9490,spring-framework,org.springframework.context.support,AbstractApplicationContext,Insufficient Modularization
9491,spring-framework,org.springframework.context.support,GenericXmlApplicationContext,Broken Hierarchy
9492,spring-framework,org.springframework.context.support,FileSystemXmlApplicationContext,Unutilized Abstraction
9493,spring-framework,org.springframework.context.support,FileSystemXmlApplicationContext,Broken Hierarchy
9494,spring-framework,org.springframework.context.support,AbstractResourceBasedMessageSource,Unutilized Abstraction
9495,spring-framework,org.springframework.context.support,AbstractResourceBasedMessageSource,Broken Hierarchy
9496,spring-framework,org.springframework.context.support,StaticMessageSource,Unutilized Abstraction
9497,spring-framework,org.springframework.context.support,ContextOverridingClassLoader,Unutilized Abstraction
9498,spring-framework,org.springframework.context.support,ReloadableResourceBundleMessageSource,Unutilized Abstraction
9499,spring-framework,org.springframework.context.support,ReloadableResourceBundleMessageSource,Broken Hierarchy
9500,spring-framework,org.springframework.context.aot,RuntimeHintsBeanFactoryInitializationAotProcessorTests,Unutilized Abstraction
9501,spring-framework,org.springframework.context.aot,ConfigurationWithHints,Unnecessary Abstraction
9502,spring-framework,org.springframework.context.aot,ConfigurationWithHints,Unutilized Abstraction
9503,spring-framework,org.springframework.context.aot,ExtendedConfigurationWithHints,Unnecessary Abstraction
9504,spring-framework,org.springframework.context.aot,ExtendedConfigurationWithHints,Unutilized Abstraction
9505,spring-framework,org.springframework.context.aot,ConfigurationWithBeanDeclaringHints,Unutilized Abstraction
9506,spring-framework,org.springframework.context.aot,SampleRuntimeHintsRegistrar,Unutilized Abstraction
9507,spring-framework,org.springframework.context.aot,ExtendedSampleRuntimeHintsRegistrar,Unutilized Abstraction
9508,spring-framework,org.springframework.context.aot,ConfigurationWithIncrementalHints,Unnecessary Abstraction
9509,spring-framework,org.springframework.context.aot,ConfigurationWithIncrementalHints,Unutilized Abstraction
9510,spring-framework,org.springframework.context.aot,SampleBean,Unnecessary Abstraction
9511,spring-framework,org.springframework.context.aot,SampleBean,Unutilized Abstraction
9512,spring-framework,org.springframework.context.aot,ConfigurationWithIllegalRegistrar,Unnecessary Abstraction
9513,spring-framework,org.springframework.context.aot,ConfigurationWithIllegalRegistrar,Unutilized Abstraction
9514,spring-framework,org.springframework.context.aot,IllegalRuntimeHintsRegistrar,Unutilized Abstraction
9515,spring-framework,org.springframework.context.aot,TestSpringFactoriesClassLoader,Unutilized Abstraction
9516,spring-framework,org.springframework.context.aot,ContextAotProcessorTests,Unutilized Abstraction
9517,spring-framework,org.springframework.context.aot,ApplicationContextAotGeneratorTests,Insufficient Modularization
9518,spring-framework,org.springframework.context.aot,ConfigurationClassCglibProxy,Unutilized Abstraction
9519,spring-framework,org.springframework.context.aot,ActiveProfile,Unutilized Abstraction
9520,spring-framework,org.springframework.context.aot,NoOpBeanFactoryInitializationAotProcessor,Unutilized Abstraction
9521,spring-framework,org.springframework.context.aot,NoOpBeanRegistrationAotProcessor,Unutilized Abstraction
9522,spring-framework,org.springframework.context.aot,AotApplicationContextInitializerTests,Unutilized Abstraction
9523,spring-framework,org.springframework.context.aot,SampleJavaBean,Unutilized Abstraction
9524,spring-framework,org.springframework.context.aot,ReflectiveProcessorBeanFactoryInitializationAotProcessorTests,Unutilized Abstraction
9525,spring-framework,org.springframework.context.aot,ApplicationContextInitializationCodeGeneratorTests,Unutilized Abstraction
9526,spring-framework,org.springframework.context.aot,CglibClassHandlerTests,Unutilized Abstraction
9527,spring-framework,org.springframework.context.aot,AbstractAotProcessor,Unutilized Abstraction
9528,spring-framework,org.springframework.context.aot,Builder,Unutilized Abstraction
9529,spring-framework,org.springframework.context.aot,ContextAotProcessor,Unutilized Abstraction
9530,spring-framework,org.springframework.context.aot,KotlinReflectionBeanRegistrationAotProcessor,Unutilized Abstraction
9531,spring-framework,org.springframework.context.aot,KotlinReflectionBeanRegistrationAotContribution,Unutilized Abstraction
9532,spring-framework,org.springframework.context.aot,BeanFactoryInitializationAotContributions,Unutilized Abstraction
9533,spring-framework,org.springframework.context.aot,InitializerMethodArgumentCodeGenerator,Unutilized Abstraction
9534,spring-framework,org.springframework.context.aot,ReflectiveProcessorBeanFactoryInitializationAotContribution,Unutilized Abstraction
9535,spring-framework,org.springframework.context.aot,RuntimeHintsBeanFactoryInitializationAotProcessor,Unutilized Abstraction
9536,spring-framework,org.springframework.context.aot,RuntimeHintsRegistrarContribution,Unutilized Abstraction
9537,spring-framework,org.springframework.context.annotation,DoubleScanTests,Unutilized Abstraction
9538,spring-framework,org.springframework.context.annotation,TestImporting,Unnecessary Abstraction
9539,spring-framework,org.springframework.context.annotation,CommonAnnotationBeanPostProcessorTests,Unutilized Abstraction
9540,spring-framework,org.springframework.context.annotation,CommonAnnotationBeanPostProcessorTests,Deficient Encapsulation
9541,spring-framework,org.springframework.context.annotation,CommonAnnotationBeanPostProcessorTests,Insufficient Modularization
9542,spring-framework,org.springframework.context.annotation,AnnotatedInitDestroyBean,Deficient Encapsulation
9543,spring-framework,org.springframework.context.annotation,LegacyAnnotatedInitDestroyBean,Deficient Encapsulation
9544,spring-framework,org.springframework.context.annotation,InitDestroyBeanPostProcessor,Unutilized Abstraction
9545,spring-framework,org.springframework.context.annotation,ResourceInjectionBean,Deficient Encapsulation
9546,spring-framework,org.springframework.context.annotation,ResourceInjectionBean,Broken Hierarchy
9547,spring-framework,org.springframework.context.annotation,LegacyResourceInjectionBean,Deficient Encapsulation
9548,spring-framework,org.springframework.context.annotation,LegacyResourceInjectionBean,Broken Hierarchy
9549,spring-framework,org.springframework.context.annotation,NonPublicResourceInjectionBean,Unutilized Abstraction
9550,spring-framework,org.springframework.context.annotation,ExtendedResourceInjectionBean,Unnecessary Abstraction
9551,spring-framework,org.springframework.context.annotation,ExtendedResourceInjectionBean,Unutilized Abstraction
9552,spring-framework,org.springframework.context.annotation,InterfaceWithDefaultMethod,Unutilized Abstraction
9553,spring-framework,org.springframework.context.annotation,DefaultMethodResourceInjectionBean,Deficient Encapsulation
9554,spring-framework,org.springframework.context.annotation,DefaultMethodResourceInjectionBean,Broken Hierarchy
9555,spring-framework,org.springframework.context.annotation,NamedResourceInjectionBean,Unnecessary Abstraction
9556,spring-framework,org.springframework.context.annotation,ConvertedResourceInjectionBean,Unnecessary Abstraction
9557,spring-framework,org.springframework.context.annotation,LazyResourceFieldInjectionBean,Unnecessary Abstraction
9558,spring-framework,org.springframework.context.annotation,NullFactory,Unutilized Abstraction
9559,spring-framework,org.springframework.context.annotation,ConfigurationClassWithConditionTests,Unutilized Abstraction
9560,spring-framework,org.springframework.context.annotation,ConfigurationClassWithConditionTests,Insufficient Modularization
9561,spring-framework,org.springframework.context.annotation,NoBeanOneCondition,Unutilized Abstraction
9562,spring-framework,org.springframework.context.annotation,HasBeanOneCondition,Unutilized Abstraction
9563,spring-framework,org.springframework.context.annotation,MetaConditionalFilter,Unutilized Abstraction
9564,spring-framework,org.springframework.context.annotation,NeverCondition,Unutilized Abstraction
9565,spring-framework,org.springframework.context.annotation,AlwaysCondition,Unutilized Abstraction
9566,spring-framework,org.springframework.context.annotation,ImportsNotCreated,Unnecessary Abstraction
9567,spring-framework,org.springframework.context.annotation,ConfigurationNotCreated,Unnecessary Abstraction
9568,spring-framework,org.springframework.context.annotation,ConfigurationNotCreated,Unutilized Abstraction
9569,spring-framework,org.springframework.context.annotation,RegistrarNotCreated,Unutilized Abstraction
9570,spring-framework,org.springframework.context.annotation,ImportSelectorNotCreated,Unutilized Abstraction
9571,spring-framework,org.springframework.context.annotation,ExampleBean,Unnecessary Abstraction
9572,spring-framework,org.springframework.context.annotation,ConfigWithBeanActive,Unutilized Abstraction
9573,spring-framework,org.springframework.context.annotation,ConfigWithBeanSkipped,Unutilized Abstraction
9574,spring-framework,org.springframework.context.annotation,ConfigWithBeanReactivated,Unutilized Abstraction
9575,spring-framework,org.springframework.context.annotation,ConfigWithAlternativeBeans,Unutilized Abstraction
9576,spring-framework,org.springframework.context.annotation,SimpleConfigTests,Unutilized Abstraction
9577,spring-framework,org.springframework.context.annotation,Spr15275Tests,Unutilized Abstraction
9578,spring-framework,org.springframework.context.annotation,Spr15275Tests,Deficient Encapsulation
9579,spring-framework,org.springframework.context.annotation,Spr15275Tests,Insufficient Modularization
9580,spring-framework,org.springframework.context.annotation,ConfigWithFactoryBean,Unutilized Abstraction
9581,spring-framework,org.springframework.context.annotation,ConfigWithAbstractFactoryBean,Unutilized Abstraction
9582,spring-framework,org.springframework.context.annotation,ConfigWithAbstractFactoryBeanForInterface,Unutilized Abstraction
9583,spring-framework,org.springframework.context.annotation,ConfigWithAbstractFactoryBeanAsReturnType,Unutilized Abstraction
9584,spring-framework,org.springframework.context.annotation,ConfigWithFinalFactoryBean,Unutilized Abstraction
9585,spring-framework,org.springframework.context.annotation,ConfigWithFinalFactoryBeanAsReturnType,Unutilized Abstraction
9586,spring-framework,org.springframework.context.annotation,FinalFactoryBean,Unutilized Abstraction
9587,spring-framework,org.springframework.context.annotation,FooInterface,Unnecessary Abstraction
9588,spring-framework,org.springframework.context.annotation,Foo,Broken Hierarchy
9589,spring-framework,org.springframework.context.annotation,Bar,Deficient Encapsulation
9590,spring-framework,org.springframework.context.annotation,ConfigurationClassPostProcessorAotContributionTests,Unutilized Abstraction
9591,spring-framework,org.springframework.context.annotation,ImportAwareTests,Unutilized Abstraction
9592,spring-framework,org.springframework.context.annotation,TestAwareCallbackConfiguration,Unnecessary Abstraction
9593,spring-framework,org.springframework.context.annotation,TestImportAwareBeanPostProcessorConfiguration,Unnecessary Abstraction
9594,spring-framework,org.springframework.context.annotation,PropertySourceTests,Unutilized Abstraction
9595,spring-framework,org.springframework.context.annotation,PropertySourceConfiguration,Unnecessary Abstraction
9596,spring-framework,org.springframework.context.annotation,PropertySourceDependentConfiguration,Unnecessary Abstraction
9597,spring-framework,org.springframework.context.annotation,PropertySourceDependentConfiguration,Unutilized Abstraction
9598,spring-framework,org.springframework.context.annotation,PropertySourceWithDetailsConfiguration,Unnecessary Abstraction
9599,spring-framework,org.springframework.context.annotation,PropertySourceWithDetailsConfiguration,Unutilized Abstraction
9600,spring-framework,org.springframework.context.annotation,PropertySourceWithCustomFactoryConfiguration,Unnecessary Abstraction
9601,spring-framework,org.springframework.context.annotation,PropertySourceWithCustomFactoryConfiguration,Unutilized Abstraction
9602,spring-framework,org.springframework.context.annotation,ConfigurationClassProxyTests,Unutilized Abstraction
9603,spring-framework,org.springframework.context.annotation,CustomPropertySourcesFactory,Unnecessary Abstraction
9604,spring-framework,org.springframework.context.annotation,ConfigurationWithFactoryBeanAndParametersTests,Unutilized Abstraction
9605,spring-framework,org.springframework.context.annotation,Foo,Unnecessary Abstraction
9606,spring-framework,org.springframework.context.annotation,Foo,Unutilized Abstraction
9607,spring-framework,org.springframework.context.annotation,Bar,Unutilized Abstraction
9608,spring-framework,org.springframework.context.annotation,Spr6602Tests,Unutilized Abstraction
9609,spring-framework,org.springframework.context.annotation,FooConfig,Unutilized Abstraction
9610,spring-framework,org.springframework.context.annotation,Foo,Unutilized Abstraction
9611,spring-framework,org.springframework.context.annotation,Bar,Unnecessary Abstraction
9612,spring-framework,org.springframework.context.annotation,Bar,Unutilized Abstraction
9613,spring-framework,org.springframework.context.annotation,ComponentScanAnnotationIntegrationTests,Insufficient Modularization
9614,spring-framework,org.springframework.context.annotation,ComposedAnnotationConfig,Unnecessary Abstraction
9615,spring-framework,org.springframework.context.annotation,AwareTypeFilter,Unutilized Abstraction
9616,spring-framework,org.springframework.context.annotation,ComponentScanWithNoPackagesConfig,Unnecessary Abstraction
9617,spring-framework,org.springframework.context.annotation,ComponentScanWithNoPackagesConfig,Unutilized Abstraction
9618,spring-framework,org.springframework.context.annotation,ComponentScanWithBeanNameGenerator,Unnecessary Abstraction
9619,spring-framework,org.springframework.context.annotation,MyBeanNameGenerator,Unutilized Abstraction
9620,spring-framework,org.springframework.context.annotation,ComponentScanWithScopeResolver,Unnecessary Abstraction
9621,spring-framework,org.springframework.context.annotation,ComponentScanWithScopeResolver,Unutilized Abstraction
9622,spring-framework,org.springframework.context.annotation,MultiComponentScan,Unnecessary Abstraction
9623,spring-framework,org.springframework.context.annotation,MultiComponentScan,Unutilized Abstraction
9624,spring-framework,org.springframework.context.annotation,MyScopeMetadataResolver,Unutilized Abstraction
9625,spring-framework,org.springframework.context.annotation,ComponentScanWithCustomTypeFilter,Unutilized Abstraction
9626,spring-framework,org.springframework.context.annotation,ComponentScanWithAwareTypeFilter,Unnecessary Abstraction
9627,spring-framework,org.springframework.context.annotation,ComponentScanWithAwareTypeFilter,Unutilized Abstraction
9628,spring-framework,org.springframework.context.annotation,ComponentScanWithScopedProxy,Unnecessary Abstraction
9629,spring-framework,org.springframework.context.annotation,ComponentScanWithScopedProxyThroughRegex,Unnecessary Abstraction
9630,spring-framework,org.springframework.context.annotation,ComponentScanWithScopedProxyThroughAspectJPattern,Unnecessary Abstraction
9631,spring-framework,org.springframework.context.annotation,ComponentScanWithMultipleAnnotationIncludeFilters1,Unnecessary Abstraction
9632,spring-framework,org.springframework.context.annotation,ComponentScanWithMultipleAnnotationIncludeFilters2,Unnecessary Abstraction
9633,spring-framework,org.springframework.context.annotation,ComponentScanWithBasePackagesAndValueAlias,Unnecessary Abstraction
9634,spring-framework,org.springframework.context.annotation,ComponentScanParserBeanDefinitionDefaultsTests,Unutilized Abstraction
9635,spring-framework,org.springframework.context.annotation,ComponentScanParserBeanDefinitionDefaultsTests,Insufficient Modularization
9636,spring-framework,org.springframework.context.annotation,Spr16179Tests,Unutilized Abstraction
9637,spring-framework,org.springframework.context.annotation,AssemblerConfig,Unutilized Abstraction
9638,spring-framework,org.springframework.context.annotation,AssemblerInjection,Broken Modularization
9639,spring-framework,org.springframework.context.annotation,Assembler,Unnecessary Abstraction
9640,spring-framework,org.springframework.context.annotation,PageAssembler,Unnecessary Abstraction
9641,spring-framework,org.springframework.context.annotation,PageAssemblerImpl,Unnecessary Abstraction
9642,spring-framework,org.springframework.context.annotation,PageAssemblerImpl,Unutilized Abstraction
9643,spring-framework,org.springframework.context.annotation,Page,Unnecessary Abstraction
9644,spring-framework,org.springframework.context.annotation,Page,Unutilized Abstraction
9645,spring-framework,org.springframework.context.annotation,SomeType,Unnecessary Abstraction
9646,spring-framework,org.springframework.context.annotation,SomeType,Unutilized Abstraction
9647,spring-framework,org.springframework.context.annotation,SomeOtherType,Unnecessary Abstraction
9648,spring-framework,org.springframework.context.annotation,SomeOtherType,Unutilized Abstraction
9649,spring-framework,org.springframework.context.annotation,PrimitiveBeanLookupAndAutowiringTests,Unutilized Abstraction
9650,spring-framework,org.springframework.context.annotation,Config,Unutilized Abstraction
